genome	number of scaffolds	taxonomy	5S rRNA	16S rRNA	23S rRNA	tRNA count
ERR4969053_bin.55	126	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__				34
ERR4969053_bin.72	82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus;s__				25
ERR4969053_bin.79	77	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__;s__				38
ERR4969053_bin.8	162	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp900546255	ERR4969053_bin.8_NODE_10892_length_8110_cov_17.339292 (7818, 7927)			23
ERR4969053_bin.82	107	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella sp002161595				54
ERR4969053_bin.83	79	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__UMGS1441;s__				42
ERR4969053_bin.9	78	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium sp900546885	ERR4969053_bin.9_NODE_4357_length_19756_cov_45.737881 (19414, 19523)			35
ERR4969151_bin.1	81	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosacchariphilus;s__				33
ERR4969151_bin.101	74	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-776;s__		ERR4969151_bin.101_NODE_4603_length_21464_cov_34.625858 (20874, 21464)		27
ERR4969151_bin.113	33	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UMGS951;s__UMGS951 sp900547155	ERR4969151_bin.113_NODE_4306_length_22647_cov_41.297141 (324, 431)			39
ERR4969151_bin.115	212	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__UBA5446 sp004553625	ERR4969151_bin.115_NODE_17487_length_6042_cov_6.588776 (182, 291)			20
ERR4969151_bin.118	66	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	ERR4969151_bin.118_NODE_8237_length_12829_cov_40.236339 (12534, 12632)			52
ERR4969151_bin.130	54	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__				29
ERR4969151_bin.134	123	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	ERR4969151_bin.134_NODE_169_length_152619_cov_64.626557 (152536, 152618)			39
ERR4969151_bin.135	131	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__				32
ERR4969151_bin.142	80	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__				44
ERR4969151_bin.144	160	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hydrogeniiclostridium;s__	ERR4969151_bin.144_NODE_18675_length_5659_cov_7.198073 (3095, 3206)			22
ERR4969151_bin.145	132	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__				26
ERR4969151_bin.20	43	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__				28
ERR4969151_bin.33	41	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__;s__				39
ERR4969151_bin.47	76	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1405;s__UBA1405 sp002305685				39
ERR4969151_bin.53	35	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	ERR4969151_bin.53_NODE_218_length_137755_cov_18.816078 (137587, 137692)			39
ERR4969151_bin.62	66	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1217;s__				35
ERR4969151_bin.64	39	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__				42
ERR4969151_bin.66	92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__				32
ERR4969151_bin.67	26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella;s__				42
ERR4969151_bin.81	213	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	2 present			32
ERR4969151_bin.82	31	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-793;s__				12
ERR4969151_bin.85	120	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__				46
ERR4969151_bin.9	139	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__				20
ERR4992195_bin.27	63	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__An114;s__An114 sp002161055				57
ERR4992195_bin.8	58	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UMGS1004;s__	2 present	ERR4992195_bin.8_NODE_1559_length_20071_cov_201.028477 (18111, 19624)		45
ERR4992208_bin.26	146	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella massiliensis	ERR4992208_bin.26_NODE_7515_length_7656_cov_8.854493 (122, 231)			33
ERR4992208_bin.29	37	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__HGM10766;s__				29
ERR4992208_bin.47	171	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosacchariphilus;s__Anaerosacchariphilus sp002160825				40
ERR4992208_bin.49	244	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__				22
ERR4992208_bin.52	107	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia sp003343765				40
ERR4992208_bin.53	79	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__;s__		ERR4992208_bin.53_NODE_163_length_99378_cov_14.561511 (98462, 99378)		29
ERR4993373_bin.10	319	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum;s__	ERR4993373_bin.10_NODE_8558_length_6648_cov_7.359017 (67, 174)			17
ERR4993373_bin.5	72	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__				31
ERR4993373_bin.50	6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Rs-D84;s__Rs-D84 sp900546185		ERR4993373_bin.50_NODE_19_length_269447_cov_12.092538 (203998, 205495)	ERR4993373_bin.50_NODE_19_length_269447_cov_12.092538 (200688, 203429)	46
ERR4993373_bin.59	89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA9475;s__UBA9475 sp002161675				33
ERR4993378_bin.4	69	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas timonensis	ERR4993378_bin.4_NODE_4801_length_9609_cov_57.332740 (365, 473)			23
ERR4993378_bin.43	63	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__				40
ERR4993378_bin.6	58	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__				43
ERR4993381_bin.14	36	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-452;s__	2 present			26
ERR4993381_bin.24	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium sp002315015				33
ERR4993381_bin.28	16	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-306;s__CAG-306 sp000980375	ERR4993381_bin.28_NODE_1328_length_34936_cov_10.883920 (311, 420)			38
ERR4993381_bin.30	121	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__				25
ERR4993381_bin.53	70	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__	ERR4993381_bin.53_NODE_344_length_71906_cov_11.831095 (71809, 71903)			19
ERR4993381_bin.57	250	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__	ERR4993381_bin.57_NODE_12103_length_6553_cov_3.948138 (6320, 6417)			9
ERR4993381_bin.66	51	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS403;s__UMGS403 sp900541565	ERR4993381_bin.66_NODE_158_length_101397_cov_12.384174 (21262, 21370)			31
ERR4993381_bin.77	33	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__HGM13634;s__	2 present			43
ERR4993382_bin.2	35	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__				39
ERR4993382_bin.29	18	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__CAG-460 sp900751815				31
ERR4993382_bin.35	82	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__				29
ERR4993382_bin.39	27	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-631;g__CAG-631;s__CAG-631 sp000433015				48
ERR4993662_bin.105	94	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_E;s__Enterococcus_E cecorum				14
ERR4993662_bin.106	61	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__HGM10818;s__	ERR4993662_bin.106_NODE_3330_length_22255_cov_254.287477 (22133, 22191)	ERR4993662_bin.106_NODE_3330_length_22255_cov_254.287477 (17357, 18921)	ERR4993662_bin.106_NODE_3330_length_22255_cov_254.287477 (19112, 22033)	33
ERR4993662_bin.24	211	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__				17
ERR4993662_bin.31	33	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA5893;s__	ERR4993662_bin.31_NODE_1578_length_36618_cov_9.905068 (36210, 36302)			35
ERR4993662_bin.43	540	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis vadensis				31
ERR4993662_bin.45	118	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__UBA5446 sp900544295	ERR4993662_bin.45_NODE_5146_length_16400_cov_90.156133 (16231, 16340)			43
ERR4993662_bin.60	279	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__	2 present			12
ERR4993662_bin.61	310	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__HGM11588;s__HGM11588 sp900754755				26
ERR4993662_bin.64	72	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1255;g__UMGS1537;s__UMGS1537 sp900543695				38
ERR4993662_bin.75	277	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__HGM11417;g__HGM11417;s__				13
ERR4993662_bin.82	137	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS874;s__				44
